20220100|CH0000001|MCH0000001|01/01/2022|01/01/0001|01|0001|0|0006782||6|10104326540|GUERE ARIAS HERMELINDA |0.00|0.00|0.00|0.00|0.00|0.00|407.10|0.00|0.00|0.00|407.10|PEN|4.013|01/01/0001|00|-||-||||||||||||0001-0006782
20220100|CH0000002|MCH0000002|01/01/2022|01/01/0001|00|BAJA|0|A PROV.||6|20487477363|TRANSPORTE MABEL E.I.R.L.|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|PEN|3.991|01/01/0001|00|-||-||||||||||||BAJA-A PROV.
20220100|CH0000003|MCH0000003|01/01/2022|01/01/0001|01|E001|0|0000096||6|20600684036|SERVICE AND TRADE INSURANCE S.A.C.|225.50|34.40|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|225.50|PEN|4.044|01/01/0001|00|-||-||||||||||||E001-0000096
20220100|CH0000004|MCH0000004|01/01/2022|01/01/0001|01|E001|0|0000164||6|20600684036|SERVICE AND TRADE INSURANCE S.A.C.|150.33|22.93|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|150.33|PEN|4.018|01/01/0001|00|-||-||||||||||||E001-0000164
20220100|CH0000005|MCH0000005|01/01/2022|01/01/0001|01|E001|0|0000262||6|20561239381|AIR COMPRENSSOR DAMARIS EIRL|3900.00|594.92|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3900.00|PEN|3.991|01/01/0001|00|-||-||||||||||||E001-0000262
20220100|CH0000006|MCH0000006|01/01/2022|01/01/0001|01|E001|0|0000450||6|20607295400|INVERSIONES PREVENTIVA S.R.L.|1575.00|240.25|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1575.00|PEN|4.012|01/01/0001|00|-||-||||||||||||E001-0000450
20220100|CH0000007|MCH0000007|01/01/2022|01/01/0001|01|E001|0|0010967||6|20483851171|SERVICIOS GENERALES VIVIANA EIRL|0.00|0.00|0.00|0.00|0.00|0.00|7800.00|0.00|0.00|0.00|30763.20|USD|3.944|01/01/0001|00|-||-||||||||||||E001-0010967
20220100|CH0000008|MCH0000008|01/01/2022|01/01/0001|01|E001|0|0010969||6|20483851171|SERVICIOS GENERALES VIVIANA EIRL|0.00|0.00|0.00|0.00|0.00|0.00|4000.00|0.00|0.00|0.00|15776.00|USD|3.944|01/01/0001|00|-||-||||||||||||E001-0010969
20220100|CH0000009|MCH0000009|01/01/2022|01/01/0001|01|F001|0|0000078||6|10413868161|BECERRA CRUZ JIMMY FRANK|300.00|45.76|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|300.00|PEN|3.827|01/01/0001|00|-||-||||||||||||F001-0000078
20220100|CH0000010|MCH0000010|01/01/2022|01/01/0001|01|F001|0|0001207||6|20601456321|OPERADOR LOGISTICO CHUQUE HNOS S.A.C.|2900.00|442.37|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2900.00|PEN|4.043|01/01/0001|00|-||-||||||||||||F001-0001207
20220100|CH0000011|MCH0000011|01/01/2022|01/01/0001|01|F001|0|0017660||6|20479895237|ALMACENERA HUANCAR S.A.C.|7550.00|1151.69|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|7550.00|PEN|3.951|01/01/0001|00|-||-||||||||||||F001-0017660
20220100|CH0000012|MCH0000012|01/01/2022|01/01/0001|01|F001|0|0026121||6|20487477363|TRANSPORTE MABEL E.I.R.L.|576.00|87.86|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|576.00|PEN|4.043|01/01/0001|00|-||-||||||||||||F001-0026121
20220100|CH0000013|MCH0000013|01/01/2022|01/01/0001|01|F001|0|0026192||6|20487477363|TRANSPORTE MABEL E.I.R.L.|1464.00|223.32|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1464.00|PEN|4.049|01/01/0001|00|-||-||||||||||||F001-0026192
20220100|CH0000014|MCH0000014|01/01/2022|01/01/0001|01|F002|0|0003977||6|20480354002|DISTRIBUIDORA SAVOY  SRL|2880.00|1791.55|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|11744.64|USD|4.078|01/01/0001|00|-||-||||||||||||F002-0003977
20220100|CH0000015|MCH0000015|01/01/2022|01/01/0001|01|F027|0|0521422||6|20431115825|PACIFICO S.A. ENT. PRESTADORA DE SALUD|657.68|100.32|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|657.68|PEN|4.013|01/01/0001|00|-||-||||||||||||F027-0521422
20220100|CH0000016|MCH0000016|01/01/2022|01/01/0001|01|F028|0|0488349||6|20431115825|PACIFICO S.A. ENT. PRESTADORA DE SALUD|657.68|100.32|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|657.68|PEN|4.084|01/01/0001|00|-||-||||||||||||F028-0488349
20220100|CH0000017|MCH0000017|01/01/2022|01/01/0001|01|F072|0|1785269||6|20332970411|PACIFICO COMPAÑIA DE SEGUROS Y REASEGUROS|185.53|114.08|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|747.87|USD|4.031|01/01/0001|00|-||-||||||||||||F072-1785269
20220100|CH0000018|MCH0000018|01/01/2022|01/01/0001|01|F201|0|0166958||6|20100654025|CORPORACION DE INDUSTRIAS PLASTICAS S A|430.70|267.79|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1755.53|USD|4.076|01/01/0001|00|-||-||||||||||||F201-0166958
20220100|CH0000019|MCH0000019|01/01/2022|01/01/0001|01|F581|0|0163233||6|20414955020|RIMAC S.A. ENTIDAD PRESTADORA DE SALUD|818.52|124.86|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|818.52|PEN|4.101|01/01/0001|00|-||-||||||||||||F581-0163233
20220100|CH0000020|MCH0000020|01/01/2022|01/01/0001|01|F581|0|3608456||6|20100041953|RIMAC SEGUROS Y REASEGUROS|455.27|69.45|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|455.27|PEN|4.101|01/01/0001|00|-||-||||||||||||F581-3608456
20220100|CH0000021|MCH0000021|01/01/2022|01/01/0001|07|FC01|0|0000153||6|20601237181|FIBRAPRINT SAC|4086.08|-2524.36|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-16548.62|USD|4.050|01/01/0001|00|-||0003993||||||||||||FC01-0000153
20220100|CH0000022|MCH0000022|01/01/2022|01/01/0001|01|FF01|0|0000017||6|20605660895|COINSASE.S.A.C.|38350.00|5850.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|38350.00|PEN|3.947|01/01/0001|00|-||-||||||||||||FF01-0000017
20220100|CH0000023|MCH0000023|01/01/2022|01/01/0001|01|FF01|0|0000018||6|20605660895|COINSASE.S.A.C.|38350.00|5850.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|38350.00|PEN|3.947|01/01/0001|00|-||-||||||||||||FF01-0000018
20220100|CH0000024|MCH0000024|01/01/2022|01/01/0001|14|SS01|0|0515686||6|20467534026|AMERICA MOVIL PERU S.A.C|3270.00|270.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3270.00|PEN|3.991|01/01/0001|00|-||-||||||||||||SS01-0515686
20220100|CH0000025|MCH0000025|03/01/2022|01/01/0001|01|E001|0|0000277||6|20602477054|BIOGREENPROCESS S.R.L.|2180.00|180.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2180.00|PEN|3.995|01/01/0001|00|-||-||||||||||||E001-0000277
20220100|CH0000026|MCH0000026|03/01/2022|01/01/0001|01|E001|0|0000310||6|20606358432|GRUPO ALVARADO & CIA E.I.R.L|2660.34|219.66|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2660.34|PEN|3.995|01/01/0001|00|-||-||||||||||||E001-0000310
20220100|CH0000027|MCH0000027|03/01/2022|01/01/0001|01|F001|0|0000131||6|20561303810|TC CABALLERO AUDITORES SOCIEDAD CIVIL DE R.L.|4883.20|403.20|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|4883.20|PEN|3.995|01/01/0001|00|-||-||||||||||||F001-0000131
20220100|CH0000028|MCH0000028|03/01/2022|01/01/0001|01|F001|0|0026300||6|20487477363|TRANSPORTE MABEL E.I.R.L.|1795.73|148.27|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1795.73|PEN|3.995|01/01/0001|00|-||-||||||||||||F001-0026300
20220100|CH0000029|MCH0000029|03/01/2022|01/01/0001|01|F001|0|0044016||6|20546255299|PACKPLAST ENVOLTURAS SAC|8475.84|2795.86|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|33860.98|USD|3.995|01/01/0001|00|-||-||||||||||||F001-0044016
20220100|CH0000030|MCH0000030|03/01/2022|01/01/0001|01|F151|0|0034751||6|20418453177|TRUPAL S.A.|23654.33|7802.67|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|94499.05|USD|3.995|01/01/0001|00|-||-||||||||||||F151-0034751
